nuts_id,year,GDD_03_06,HeatDays_>27C_05_06,Median_Tmax_Mar,Median_Tmax_Apr,Median_Tmax_May,Median_Tmax_Jun,Median_Tmin_Mar,Median_Tmin_Apr,Median_Tmin_May,Median_Tmin_Jun,PrecipSum_Mar,PrecipSum_Apr,PrecipSum_May,PrecipSum_Jun,RainyDays_>=1mm_Season,NDVI_Apr,NDVI_May,NDVI_Jun,NDVI_peak,NDVI_peak_month,NDVI_integral,SoilMoisture_AprJun,SoilMoistureAnom_AprJun,yield_value,yield_prev
DE111,2017,883.9295577282984,10.458143074581432,12.426695295592264,13.110164176673855,19.120390108477245,23.992023455243885,3.3462495197081537,3.117412740164537,9.07970169973158,13.747953724389411,72.24822410827773,58.936964056948085,75.22070538239221,77.74227616642862,47.15525114155251,0.6587081080706245,0.8252265198164989,0.7794527763283222,0.8415873538195061,5.182178459745894,2.6754615392610988,0.3301013548263675,0.0085122688035643,7.16,6.86
DE111,2018,1024.763998378251,4.210045662100457,9.574557351122552,19.37656466920992,21.861391324721176,23.70877091917276,-0.5060554817931067,6.915576422704434,11.265173720732877,14.257880774371728,52.28099451494718,32.62802584065582,74.65976494857703,34.131741455135625,41.2572298325723,0.6497873160528547,0.7630204991858078,0.7022497911955043,0.7799639918607949,5.164962263242555,2.381850405120941,0.2914797864956233,-0.0301092995271798,7.89,7.16
DE112,2017,822.2702402603323,7.295395757889291,12.173472648103582,12.37820961326132,18.473631595270188,22.91259651006473,2.2951617355860003,2.6862449057905384,8.781153835685425,13.532125113260811,73.51564935346772,65.90012341820184,84.22961454927857,93.44775091347496,49.78065183652354,0.7198899376278248,0.8577269022278176,0.82151340307101,0.8717684723676118,5.19834107317451,2.4111608732288072,0.3435852045381344,0.0117579219953829,8.18,7.36
DE112,2018,948.8640948844732,2.1888256595964823,8.966951450559083,18.38345085732136,21.12305591975973,22.7776588862262,-1.0269405343281954,6.446580647460202,10.4367230079363,13.671664039544742,51.951114911546426,38.56480466165025,82.27773435235294,41.461774440837445,44.27780651836523,0.6364604676552643,0.7562004832509575,0.7753537270798468,0.799202060389862,5.446144940186811,2.334746383018002,0.3060119213807472,-0.0258153611620042,8.6,8.18
DE112,2019,759.8535822908334,9.377651319192966,9.332182975883525,13.180884164809216,15.089720051978103,23.878199647290703,2.119827947799145,4.40976461143121,5.772232732955395,13.557869287481989,112.24897984984015,65.85985998644135,124.20048938592268,74.56555349005033,61.2674599068805,0.6457907132567198,0.8057308942111847,0.825986487710705,0.8424620288839759,5.5342887154579685,2.699506448070264,0.3603576133148582,0.0285303307721067,8.33,8.6
DE112,2020,795.4904088682936,0.1707190894981893,8.00961054107779,18.75345746793715,17.703846803083998,20.7365824234159,0.4754444941300384,6.377150177301941,7.867431568001712,11.982152129132352,71.72008398687262,16.90835654496371,57.83250915923236,105.07796941797515,38.76927056389032,0.5730490496282481,0.7468932104316991,0.7441393562462829,0.7819763974423689,5.402270826513608,2.5657238039851094,0.2947955597399136,-0.0370317228028379,8.56,8.33
DE112,2021,626.5307170009486,4.012933264355924,6.856054258075229,10.660946492660395,14.214666223896048,22.65808498424013,-0.5136113703096481,1.4096033837347757,5.931119787982899,12.969601076523777,84.05557588691165,50.64880566588333,125.39974298819293,178.56064928746864,62.9425763062597,0.6403371509987589,0.8371896462951698,0.8176112043701811,0.8527485827378227,5.276093962386461,2.7697765846989864,0.3656813483337264,0.0338540657909748,6.97,8.56
DE112,2022,862.2273043147552,6.813760993274702,11.333939662722212,12.534545892911838,18.790409945010914,24.25943315864167,0.4817661243957968,3.0319337468904823,9.200148058406342,13.57990898215212,36.696080875028485,112.12978966391492,54.20718526394349,65.59899067192687,43.56544231764097,0.5633786083068145,0.7990937283893664,0.7414151533822039,0.8118165374883446,5.184514024706743,2.4422540685863754,0.3306585261262821,-0.0011687564164693,8.19,6.97
DE112,2023,826.9769090268651,3.765649249870667,10.19391361558248,11.081251187233272,17.987206312910757,23.94577006080026,1.447328039999174,3.6229196523793896,9.14607241769192,13.0261540641331,100.15595761790097,101.57591668690866,72.13318364159569,37.23808284232842,48.19503362648733,0.71245058584572,0.8380832102890666,0.7654690235704377,0.8445605972498853,4.961362677658592,2.855836513883373,0.3217008043655984,-0.010126478177153,7.54,8.19
DE113,2017,843.944272705388,8.732493702770778,11.975857851427229,12.854498390947263,18.68453766560977,23.620857292578883,2.85210723492603,2.737789701754884,8.682498168945337,13.287512968048963,78.45712424583009,72.63202027957296,80.70578741563095,81.9340608113929,49.63073047858942,0.7101648881941298,0.8400703790068058,0.8027540960976621,0.8562893136739924,5.134632604195851,2.547150104917109,0.3562170987789993,0.0034486033735783,7.43,6.31
