run_name,feature,importance_mean,importance_std
ger_with_prev_yield,yield_prev,0.34149884342013587,0.08448292373988844
ger_with_prev_yield,NDVI_Jun,0.0885550769988911,0.03093649185326613
ger_with_prev_yield,NDVI_peak,0.03839692595350031,0.013825830120538247
ger_with_prev_yield,Median_Tmax_Mar,0.01739280025565745,0.013478120867648958
ger_with_prev_yield,NDVI_integral,0.014220940248687983,0.005172812203115597
ger_with_prev_yield,Median_Tmax_Jun,0.012945117238346992,0.012571422666851904
ger_with_prev_yield,HeatDays_>27C_05_06,0.007375017200764943,0.012455220842198862
ger_with_prev_yield,NDVI_Apr,0.007005821700430183,0.0073148211295794106
ger_with_prev_yield,NDVI_May,0.006719539741237556,0.00595864574384974
ger_with_prev_yield,Median_Tmin_Jun,0.005684892855925003,0.009175537309088287
ger_with_prev_yield,Median_Tmax_Apr,0.00440924666132571,0.007602546789942806
ger_with_prev_yield,Median_Tmax_May,0.0015236046856228964,0.003201437276695924
ger_with_prev_yield,Median_Tmin_Apr,0.0014500236566404965,0.0035937996689321973
ger_with_prev_yield,PrecipSum_May,0.0009437944259605902,0.004144466871650779
ger_with_prev_yield,PrecipSum_Mar,0.0004697038797979773,0.005758464763189813
ger_with_prev_yield,NDVI_peak_month,0.0003780352524729206,0.00601224404062998
ger_with_prev_yield,PrecipSum_Apr,0.00021317121004301316,0.006543574209198792
ger_with_prev_yield,SoilMoisture_AprJun,-3.2367763005220756e-05,0.0032220968869307066
ger_with_prev_yield,Median_Tmin_May,-0.00012650178472734056,0.0017890946595225333
ger_with_prev_yield,SoilMoistureAnom_AprJun,-0.0006514494060415893,0.003810234699524585
ger_with_prev_yield,PrecipSum_Jun,-0.0009172657633180126,0.010802189508088422
ger_with_prev_yield,Median_Tmin_Mar,-0.0012160039437995977,0.005451995054399987
ger_with_prev_yield,GDD_03_06,-0.001991993133533894,0.0022892427754352207
ger_with_prev_yield,RainyDays_>=1mm_Season,-0.002109815088158925,0.003927287432909292
