run_name,test_year,n_train,n_test,R2,RMSE,MAE
ger_prev_yield_only,2017,1609.0,280.0,0.15158423482665107,0.9157450172112558,0.6986749515025088
ger_prev_yield_only,2018,1615.0,274.0,-0.04069444105569464,1.2248113261905884,0.9677056102752645
ger_prev_yield_only,2019,1618.0,271.0,0.32783543239410184,0.9659905967478757,0.7606244957947427
ger_prev_yield_only,2020,1620.0,269.0,0.3311560088498542,0.8685080830304366,0.6963133987285821
ger_prev_yield_only,2021,1622.0,267.0,0.011590098084404366,0.8968014119799737,0.72509312116258
ger_prev_yield_only,2022,1625.0,264.0,0.29995758713094944,1.0740392048032457,0.8519644579035462
ger_prev_yield_only,2023,1625.0,264.0,0.5084323752809254,0.7429394230003978,0.5706207234420704
ger_prev_yield_only,mean,1619.142857142857,269.85714285714283,0.22712304221588453,0.9555478661376818,0.7529995369727563
